po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status,calculated_total,mismatch,qty_mismatch_flag
PO018114,S002,P120,W01,2025-08-18,2025-09-17,2025-09-18,425,44.42,414,,Quality Defect,Delayed,,True,True
PO018115,S002,P120,W01,2025-08-29,2025-09-28,2025-09-28,549,44.42,538,11.0,Damaged In Transit,Delivered,549.0,False,False
PO018116,S002,P120,W01,2025-09-07,2025-10-07,2025-10-11,398,44.42,388,10.0,Wrong Specification,Delayed,398.0,False,False
PO018117,S002,P120,W01,2025-09-18,2025-10-18,2025-10-19,388,44.42,380,8.0,Wrong Specification,Delayed,388.0,False,False
PO018118,S002,P120,W01,2025-09-26,2025-10-26,2025-10-27,392,44.42,385,7.0,Expired/Near-Expiry,Delayed,392.0,False,False
PO018119,S002,P120,W01,2025-10-07,2025-11-06,2025-11-07,345,44.42,336,9.0,Expired/Near-Expiry,Delayed,345.0,False,False
PO018120,S002,P120,W01,2025-10-20,2025-11-19,2025-11-19,387,44.42,382,5.0,Wrong Specification,Delivered,387.0,False,False
PO018121,S002,P120,W01,2025-11-01,2025-12-01,2025-12-01,398,44.42,390,8.0,Quality Defect,Delivered,398.0,False,False
PO018122,S002,P120,W01,2025-11-11,2025-12-11,2025-12-11,266,44.42,259,7.0,Quality Defect,Delivered,266.0,False,False
PO018123,S002,P120,W01,2025-11-22,2025-12-22,2025-12-22,105,44.42,102,3.0,Expired/Near-Expiry,Delivered,105.0,False,False
PO018124,S002,P120,W01,2025-11-30,2025-12-30,2025-12-30,466,44.42,457,9.0,Quality Defect,Delivered,466.0,False,False
PO018125,S002,P120,W01,2025-12-09,2026-01-08,,436,44.42,0,,Wrong Specification,Pending,,True,True
PO018126,S002,P120,W01,2025-12-19,2026-01-18,,320,44.42,0,,Quality Defect,Pending,,True,True
PO018127,S002,P120,W02,2024-01-01,2024-01-20,2024-01-20,260,44.42,253,7.0,Quality Defect,Delivered,260.0,False,False
PO018128,S002,P120,W02,2024-01-09,2024-01-28,2024-01-28,352,44.42,343,9.0,Wrong Specification,Delivered,352.0,False,False
PO018129,S002,P120,W02,2024-01-20,2024-02-08,2024-02-09,252,44.42,250,2.0,Wrong Specification,Delayed,252.0,False,False
PO018130,S002,P120,W02,2024-01-31,2024-02-19,2024-02-20,403,44.42,392,11.0,Damaged In Transit,Delayed,403.0,False,False
PO018131,S002,P120,W02,2024-02-12,2024-03-02,2024-03-03,373,44.42,365,8.0,Damaged In Transit,Delayed,373.0,False,False
PO018132,S002,P120,W02,2024-02-21,2024-03-11,2024-03-11,629,44.42,616,13.0,Quality Defect,Delivered,629.0,False,False
PO018133,S002,P120,W02,2024-03-02,2024-03-21,2024-03-21,517,44.42,504,13.0,Wrong Specification,Delivered,517.0,False,False
PO018134,S002,P120,W02,2024-03-12,2024-03-31,2024-03-31,276,44.42,271,5.0,Expired/Near-Expiry,Delivered,276.0,False,False
PO018135,S002,P120,W02,2024-03-24,2024-04-12,2024-04-12,362,44.42,359,3.0,Quality Defect,Delivered,362.0,False,False
PO018136,S002,P120,W02,2024-03-31,2024-04-19,2024-04-22,465,44.42,459,6.0,Expired/Near-Expiry,Delayed,465.0,False,False
PO018137,S002,P120,W02,2024-04-08,2024-04-27,2024-04-27,576,44.42,564,12.0,Wrong Specification,Delivered,576.0,False,False
PO018138,S002,P120,W02,2024-04-18,2024-05-07,2024-05-07,591,44.42,580,11.0,Quality Defect,Delivered,591.0,False,False
PO018139,S002,P120,W02,2024-04-29,2024-05-18,2024-05-18,367,44.42,357,10.0,Quality Defect,Delivered,367.0,False,False
PO018140,S002,P120,W02,2024-05-11,2024-05-30,2024-05-30,653,44.42,643,10.0,Quality Defect,Delivered,653.0,False,False
PO018141,S002,P120,W02,2024-05-21,2024-06-09,2024-06-12,427,44.42,423,4.0,Quality Defect,Delayed,427.0,False,False
PO018142,S002,P120,W02,2024-06-02,2024-06-21,2024-06-24,386,44.42,378,8.0,Quality Defect,Delayed,386.0,False,False
PO018143,S002,P120,W02,2024-06-09,2024-06-28,2024-06-29,575,44.42,567,8.0,Quality Defect,Delayed,575.0,False,False
PO018144,S002,P120,W02,2024-06-22,2024-07-11,2024-07-11,522,44.42,509,13.0,Quality Defect,Delivered,522.0,False,False
PO018145,S002,P120,W02,2024-07-05,2024-07-24,2024-07-24,399,44.42,393,6.0,Wrong Specification,Delivered,399.0,False,False
PO018146,S002,P120,W02,2024-07-12,2024-07-31,2024-08-01,495,44.42,483,12.0,Damaged In Transit,Delayed,495.0,False,False
PO018147,S002,P120,W02,2024-07-24,2024-08-13,2024-08-14,353,44.42,345,8.0,Wrong Specification,Delayed,353.0,False,False
PO018148,S002,P120,W02,2024-07-31,2024-08-20,2024-08-21,538,44.42,525,13.0,Damaged In Transit,Delayed,538.0,False,False
PO018149,S002,P120,W02,2024-08-08,2024-08-28,2024-08-28,406,44.42,395,11.0,Damaged In Transit,Delivered,406.0,False,False
PO018150,S002,P120,W02,2024-08-17,2024-09-06,2024-09-06,261,44.42,253,8.0,Wrong Specification,Delivered,261.0,False,False
PO018151,S002,P120,W02,2024-08-30,2024-09-20,2024-09-20,717,44.42,709,8.0,Quality Defect,Delivered,717.0,False,False
PO018152,S002,P120,W02,2024-09-08,2024-09-29,2024-09-29,302,44.42,295,7.0,Quality Defect,Delivered,302.0,False,False
PO018153,S002,P120,W02,2024-09-20,2024-10-09,2024-10-09,590,44.42,574,,Quality Defect,Delivered,,True,True
PO018154,S002,P120,W02,2024-10-03,2024-10-25,2024-10-25,240,44.42,239,1.0,Wrong Specification,Delivered,240.0,False,False
PO018155,S002,P120,W02,2024-10-16,2024-11-07,2024-11-07,490,44.42,481,9.0,Quality Defect,Delivered,490.0,False,False
PO018156,S002,P120,W02,2024-10-29,2024-11-20,2024-11-21,386,44.42,375,11.0,Quality Defect,Delayed,386.0,False,False
PO018157,S002,P120,W02,2024-11-09,2024-12-02,2024-12-02,324,44.42,318,6.0,Expired/Near-Expiry,Delivered,324.0,False,False
PO018158,S002,P120,W02,2024-11-20,2024-12-09,2024-12-10,506,44.42,492,14.0,Damaged In Transit,Delayed,506.0,False,False
PO018159,S002,P120,W02,2024-12-02,2024-12-25,2024-12-25,317,44.42,311,6.0,Expired/Near-Expiry,Delivered,317.0,False,False
PO018160,S002,P120,W02,2024-12-13,2025-01-06,2025-01-06,326,44.42,319,7.0,Quality Defect,Delivered,326.0,False,False
PO018161,S002,P120,W02,2024-12-22,2025-01-15,2025-01-16,268,44.42,266,2.0,Quality Defect,Delayed,268.0,False,False
PO018162,S002,P120,W02,2024-12-29,2025-01-22,2025-01-24,450,44.42,436,14.0,Expired/Near-Expiry,Delayed,450.0,False,False
PO018163,S002,P120,W02,2025-01-11,2025-02-05,2025-02-09,137,44.42,133,4.0,Expired/Near-Expiry,Delayed,137.0,False,False
PO018164,S002,P120,W02,2025-01-24,2025-02-18,2025-02-18,164,44.42,157,7.0,Damaged In Transit,Delivered,164.0,False,False
PO018165,S002,P120,W02,2025-02-01,2025-02-26,2025-02-27,447,44.42,434,13.0,Quality Defect,Delayed,447.0,False,False
PO018166,S002,P120,W02,2025-02-14,2025-03-11,2025-03-12,228,44.42,222,6.0,Wrong Specification,Delayed,228.0,False,False
PO018167,S002,P120,W02,2025-02-21,2025-03-19,2025-03-19,182,44.42,178,4.0,Quality Defect,Delivered,182.0,False,False
PO018168,S002,P120,W02,2025-03-06,2025-04-01,2025-04-01,195,44.42,191,4.0,Quality Defect,Delivered,195.0,False,False
PO018169,S002,P120,W02,2025-03-14,2025-04-09,2025-04-09,244,44.42,239,5.0,Quality Defect,Delivered,244.0,False,False
PO018170,S002,P120,W02,2025-03-25,2025-04-21,2025-04-22,366,44.42,358,8.0,Quality Defect,Delayed,366.0,False,False
PO018171,S002,P120,W02,2025-04-06,2025-05-03,2025-05-03,468,44.42,463,5.0,Quality Defect,Delivered,468.0,False,False
PO018172,S002,P120,W02,2025-04-14,2025-05-11,2025-05-11,301,44.42,297,4.0,Wrong Specification,Delivered,301.0,False,False
PO018173,S002,P120,W02,2025-04-26,2025-05-24,2025-05-25,420,44.42,412,,Quality Defect,Delayed,,True,True
PO018174,S002,P120,W02,2025-05-07,2025-06-04,2025-06-04,428,44.42,421,7.0,Damaged In Transit,Delivered,428.0,False,False
PO018175,S002,P120,W02,2025-05-20,2025-06-17,2025-06-17,410,44.42,400,10.0,Damaged In Transit,Delivered,410.0,False,False
PO018176,S002,P120,W02,2025-06-01,2025-06-30,2025-06-30,448,44.42,437,11.0,Expired/Near-Expiry,Delivered,448.0,False,False
PO018177,S002,P120,W02,2025-06-10,2025-07-09,2025-07-09,278,44.42,272,6.0,Expired/Near-Expiry,Delivered,278.0,False,False
PO018178,S002,P120,W02,2025-06-18,2025-07-17,2025-07-17,345,44.42,335,10.0,Expired/Near-Expiry,Delivered,345.0,False,False
PO018179,S002,P120,W02,2025-06-29,2025-07-28,2025-07-28,405,44.42,404,1.0,Damaged In Transit,Delivered,405.0,False,False
PO018180,S002,P120,W02,2025-07-07,2025-08-06,2025-08-11,237,44.42,231,6.0,Wrong Specification,Delayed,237.0,False,False
PO018181,S002,P120,W02,2025-07-18,2025-08-17,2025-08-17,403,44.42,396,7.0,Wrong Specification,Delivered,403.0,False,False
PO018182,S002,P120,W02,2025-07-25,2025-08-24,2025-08-24,474,44.42,464,10.0,Quality Defect,Delivered,474.0,False,False
PO018183,S002,P120,W02,2025-08-07,2025-09-06,2025-09-06,288,44.42,281,7.0,Damaged In Transit,Delivered,288.0,False,False
PO018184,S002,P120,W02,2025-08-19,2025-09-18,2025-09-19,494,44.42,483,11.0,Quality Defect,Delayed,494.0,False,False
PO018185,S002,P120,W02,2025-09-01,2025-10-01,2025-10-01,545,44.42,533,12.0,Quality Defect,Delivered,545.0,False,False
PO018186,S002,P120,W02,2025-09-12,2025-10-12,2025-10-12,310,44.42,305,5.0,Quality Defect,Delivered,310.0,False,False
PO018187,S002,P120,W02,2025-09-24,2025-10-24,2025-10-25,259,44.42,257,2.0,Quality Defect,Delayed,259.0,False,False
PO018188,S002,P120,W02,2025-10-02,2025-11-01,2025-11-01,658,44.42,645,13.0,Expired/Near-Expiry,Delivered,658.0,False,False
PO018189,S002,P120,W02,2025-10-10,2025-11-09,2025-11-10,394,44.42,390,4.0,Damaged In Transit,Delayed,394.0,False,False
PO018190,S002,P120,W02,2025-10-22,2025-11-21,2025-11-21,275,44.42,267,8.0,Damaged In Transit,Delivered,275.0,False,False
PO018191,S002,P120,W02,2025-11-04,2025-12-04,2025-12-05,319,44.42,312,7.0,Quality Defect,Delayed,319.0,False,False
PO018192,S002,P120,W02,2025-11-16,2025-12-16,2025-12-16,430,44.42,423,7.0,Damaged In Transit,Delivered,430.0,False,False
PO018193,S002,P120,W02,2025-11-28,2025-12-28,2025-12-28,433,44.42,425,8.0,Wrong Specification,Delivered,433.0,False,False
PO018194,S002,P120,W02,2025-12-09,2026-01-08,,511,44.42,0,0.0,Quality Defect,Pending,0.0,True,True
PO018195,S002,P120,W02,2025-12-17,2026-01-16,,243,44.42,0,0.0,Quality Defect,Pending,0.0,True,True
PO018196,S002,P120,W03,2024-01-06,2024-01-25,2024-01-04,326,44.42,317,9.0,Damaged In Transit,Delayed,326.0,False,False
PO018197,S002,P120,W03,2024-01-13,2024-02-01,2024-02-02,386,44.42,382,4.0,Damaged In Transit,Delayed,386.0,False,False
PO018198,S002,P120,W03,2024-01-23,2024-02-11,2024-02-11,305,44.42,301,4.0,Expired/Near-Expiry,Delivered,305.0,False,False
PO018199,S002,P120,W03,2024-02-04,2024-02-23,2024-02-23,216,44.42,216,0.0,,Delivered,216.0,False,False
PO018200,S002,P120,W03,2024-02-13,2024-03-03,2024-03-03,508,44.42,496,12.0,Quality Defect,Delivered,508.0,False,False
PO018201,S002,P120,W03,2024-02-20,2024-03-10,2024-03-10,389,44.42,384,5.0,Quality Defect,Delivered,389.0,False,False
PO018202,S002,P120,W03,2024-02-29,2024-03-19,2024-03-19,421,44.42,412,9.0,Expired/Near-Expiry,Delivered,421.0,False,False
PO018203,S002,P120,W03,2024-03-09,2024-03-28,2024-03-28,614,44.42,596,18.0,Quality Defect,Delivered,614.0,False,False
PO018204,S002,P120,W03,2024-03-17,2024-04-05,2024-04-05,320,44.42,312,8.0,Quality Defect,Delivered,320.0,False,False
PO018205,S002,P120,W03,2024-03-27,2024-04-15,2024-04-16,374,44.42,365,9.0,Quality Defect,Delayed,374.0,False,False
PO018206,S002,P120,W03,2024-04-04,2024-04-23,2024-04-24,410,44.42,394,16.0,Quality Defect,Delayed,410.0,False,False
PO018207,S002,P120,W03,2024-04-14,2024-05-03,2024-05-03,612,44.42,598,14.0,Expired/Near-Expiry,Delivered,612.0,False,False
PO018208,S002,P120,W03,2024-04-26,2024-05-15,2024-05-15,196,44.42,189,7.0,Wrong Specification,Delivered,196.0,False,False
PO018209,S002,P120,W03,2024-05-06,2024-05-25,2024-05-26,587,44.42,573,14.0,Quality Defect,Delayed,587.0,False,False
PO018210,S002,P120,W03,2024-05-17,2024-06-05,2024-06-06,373,44.42,366,,Quality Defect,Delayed,,True,True
PO018211,S002,P120,W03,2024-05-29,2024-06-17,2024-06-18,388,44.42,379,9.0,Damaged In Transit,Delayed,388.0,False,False
PO018212,S002,P120,W03,2024-06-06,2024-06-25,2024-06-26,486,44.42,472,14.0,Damaged In Transit,Delayed,486.0,False,False
PO018213,S002,P120,W03,2024-06-19,2024-07-08,2024-07-08,378,44.42,371,7.0,Damaged In Transit,Delivered,378.0,False,False
PO018214,S002,P120,W03,2024-06-29,2024-07-18,2024-07-18,343,44.42,329,14.0,Damaged In Transit,Delivered,343.0,False,False
PO018215,S002,P120,W03,2024-07-08,2024-07-27,2024-07-27,401,44.42,388,13.0,Quality Defect,Delivered,401.0,False,False
PO018216,S002,P120,W03,2024-07-19,2024-08-08,2024-08-08,401,44.42,386,15.0,Damaged In Transit,Delivered,401.0,False,False
PO018217,S002,P120,W03,2024-07-26,2024-08-15,2024-08-15,306,44.42,304,2.0,Damaged In Transit,Delivered,306.0,False,False
PO018218,S002,P120,W03,2024-08-05,2024-08-25,2024-08-25,341,44.42,332,9.0,Wrong Specification,Delivered,341.0,False,False
PO018219,S002,P120,W03,2024-08-16,2024-09-05,2024-09-05,560,44.42,545,15.0,Damaged In Transit,Delivered,560.0,False,False
PO018220,S002,P120,W03,2024-08-25,2024-09-15,2024-09-16,368,44.42,355,13.0,Damaged In Transit,Delayed,368.0,False,False
PO018221,S002,P120,W03,2024-09-01,2024-09-22,2024-09-23,303,44.42,295,8.0,Damaged In Transit,Delayed,303.0,False,False
PO018222,S002,P120,W03,2024-09-13,2024-10-02,2024-10-02,324,44.42,319,5.0,Quality Defect,Delivered,324.0,False,False
PO018223,S002,P120,W03,2024-09-23,2024-10-14,2024-10-14,585,44.42,576,9.0,Quality Defect,Delivered,585.0,False,False
PO018224,S002,P120,W03,2024-10-02,2024-10-24,2024-10-24,286,44.42,282,4.0,Damaged In Transit,Delivered,286.0,False,False
PO018225,S002,P120,W03,2024-10-10,2024-11-01,2024-11-02,245,44.42,240,5.0,Quality Defect,Delayed,245.0,False,False
PO018226,S002,P120,W03,2024-10-22,2024-11-13,2024-11-13,271,44.42,261,10.0,Damaged In Transit,Delivered,271.0,False,False
PO018227,S002,P120,W03,2024-10-30,2024-11-21,2024-11-21,438,44.42,433,5.0,Damaged In Transit,Delivered,438.0,False,False
PO018228,S002,P120,W03,2024-11-09,2024-12-02,2024-12-04,437,44.42,429,8.0,Quality Defect,Delayed,437.0,False,False
PO018229,S002,P120,W03,2024-11-21,2024-12-10,2024-12-10,328,44.42,319,9.0,Wrong Specification,Delivered,328.0,False,False
PO018230,S002,P120,W03,2024-12-03,2024-12-26,2024-12-26,403,44.42,391,,Wrong Specification,Delivered,,True,True
PO018231,S002,P120,W03,2024-12-14,2025-01-07,2025-01-07,417,44.42,410,7.0,Expired/Near-Expiry,Delivered,417.0,False,False
PO018232,S002,P120,W03,2024-12-23,2025-01-16,2025-01-17,399,44.42,389,10.0,Quality Defect,Delayed,399.0,False,False
PO018233,S002,P120,W03,2024-12-31,2025-01-24,2025-01-29,400,44.42,391,9.0,Quality Defect,Delayed,400.0,False,False
PO018234,S002,P120,W03,2025-01-08,2025-02-01,2025-02-01,407,44.42,401,6.0,Damaged In Transit,Delivered,407.0,False,False
PO018235,S002,P120,W03,2025-01-17,2025-02-11,2025-02-11,552,44.42,543,9.0,Quality Defect,Delivered,552.0,False,False
PO018236,S002,P120,W03,2025-01-24,2025-02-18,2025-02-18,352,44.42,349,3.0,Quality Defect,Delivered,352.0,False,False
PO018237,S002,P120,W03,2025-02-06,2025-03-03,2025-03-03,127,44.42,124,3.0,Quality Defect,Delivered,127.0,False,False
PO018238,S002,P120,W03,2025-02-17,2025-03-15,2025-03-15,355,44.42,349,6.0,Quality Defect,Delivered,355.0,False,False
PO018239,S002,P120,W03,2025-02-27,2025-03-25,2025-03-25,279,44.42,274,5.0,Quality Defect,Delivered,279.0,False,False
PO018240,S002,P120,W03,2025-03-11,2025-04-06,2025-04-06,649,44.42,637,12.0,Expired/Near-Expiry,Delivered,649.0,False,False
PO018241,S002,P120,W03,2025-03-20,2025-04-15,2025-04-15,147,44.42,144,3.0,Expired/Near-Expiry,Delivered,147.0,False,False
PO018242,S002,P120,W03,2025-03-27,2025-04-23,2025-04-23,487,44.42,479,8.0,Damaged In Transit,Delivered,487.0,False,False
PO018243,S002,P120,W03,2025-04-07,2025-05-04,2025-05-05,496,44.42,487,9.0,Quality Defect,Delayed,496.0,False,False
PO018244,S002,P120,W03,2025-04-18,2025-05-15,2025-05-16,532,44.42,516,16.0,Expired/Near-Expiry,Delayed,532.0,False,False
PO018245,S002,P120,W03,2025-04-30,2025-05-28,2025-05-28,328,44.42,321,7.0,Quality Defect,Delivered,328.0,False,False
PO018246,S002,P120,W03,2025-05-07,2025-06-04,2025-06-04,581,44.42,566,15.0,Expired/Near-Expiry,Delivered,581.0,False,False
PO018247,S002,P120,W03,2025-05-20,2025-06-17,2025-06-17,306,44.42,300,6.0,Wrong Specification,Delivered,306.0,False,False
PO018248,S002,P120,W03,2025-05-28,2025-06-25,2025-06-25,462,44.42,455,7.0,Damaged In Transit,Delivered,462.0,False,False
PO018249,S002,P120,W03,2025-06-06,2025-07-05,2025-07-05,305,44.42,301,4.0,Wrong Specification,Delivered,305.0,False,False
PO018250,S002,P120,W03,2025-06-15,2025-07-14,2025-07-15,394,44.42,387,7.0,Damaged In Transit,Delayed,394.0,False,False
PO018251,S002,P120,W03,2025-06-28,2025-07-27,2025-07-28,501,44.42,490,11.0,Expired/Near-Expiry,Delayed,501.0,False,False
PO018252,S002,P120,W03,2025-07-10,2025-08-09,2025-08-10,518,44.42,506,12.0,Quality Defect,Delayed,518.0,False,False
PO018253,S002,P120,W03,2025-07-22,2025-08-21,2025-08-22,419,44.42,414,5.0,Wrong Specification,Delayed,419.0,False,False
PO018254,S002,P120,W03,2025-07-30,2025-08-29,2025-08-29,240,44.42,237,3.0,Damaged In Transit,Delivered,240.0,False,False
PO018255,S002,P120,W03,2025-08-11,2025-09-10,2025-09-10,465,44.42,449,16.0,Quality Defect,Delivered,465.0,False,False
PO018256,S002,P120,W03,2025-08-24,2025-09-23,2025-09-24,299,44.42,294,5.0,Wrong Specification,Delayed,299.0,False,False
PO018257,S002,P120,W03,2025-09-03,2025-10-03,2025-10-03,504,44.42,491,13.0,Damaged In Transit,Delivered,504.0,False,False
PO018258,S002,P120,W03,2025-09-11,2025-10-11,2025-10-11,481,44.42,472,9.0,Quality Defect,Delivered,481.0,False,False
PO018259,S002,P120,W03,2025-09-23,2025-10-23,2025-10-24,269,44.42,263,6.0,Quality Defect,Delayed,269.0,False,False
PO018260,S002,P120,W03,2025-10-03,2025-11-02,2025-11-03,305,44.42,295,10.0,Quality Defect,Delayed,305.0,False,False
PO018261,S002,P120,W03,2025-10-14,2025-11-13,2025-11-13,476,44.42,469,7.0,Quality Defect,Delivered,476.0,False,False
PO018262,S002,P120,W03,2025-10-24,2025-11-23,2025-11-23,659,44.42,646,13.0,Damaged In Transit,Delivered,659.0,False,False
PO018263,S002,P120,W03,2025-11-01,2025-12-01,2025-12-01,405,44.42,395,10.0,Quality Defect,Delivered,405.0,False,False
PO018264,S002,P120,W03,2025-11-12,2025-12-12,2025-12-12,285,44.42,282,3.0,Quality Defect,Delivered,285.0,False,False
PO018265,S002,P120,W03,2025-11-20,2025-12-20,2025-12-21,311,44.42,306,,Damaged In Transit,Delayed,,True,True
PO018266,S002,P120,W03,2025-12-03,2026-01-02,,339,44.42,0,0.0,Quality Defect,Pending,0.0,True,True
PO018267,S002,P120,W03,2025-12-15,2026-01-14,,427,44.42,0,0.0,Quality Defect,Pending,0.0,True,True
PO018268,S015,P121,W01,2024-01-03,2024-01-18,2024-01-22,274,105.54,272,2.0,Quality Defect,Delayed,274.0,False,False
PO018269,S015,P121,W01,2024-01-11,2024-01-26,2024-01-26,234,105.54,231,3.0,Quality Defect,Delivered,234.0,False,False
PO018270,S015,P121,W01,2024-01-21,2024-02-05,2024-02-05,517,105.54,500,17.0,Expired/Near-Expiry,Delivered,517.0,False,False
PO018271,S015,P121,W01,2024-01-28,2024-02-12,2024-02-12,314,105.54,310,4.0,Quality Defect,Delivered,314.0,False,False
PO018272,S999,P121,W01,2024-02-10,2024-02-25,2024-02-26,203,105.54,202,1.0,Quality Defect,Delayed,203.0,False,False
PO018273,S015,P121,W01,2024-02-22,2024-03-08,2024-03-08,476,105.54,465,11.0,Damaged In Transit,Delivered,476.0,False,False
PO018274,S015,P121,W01,2024-03-01,2024-03-16,2024-03-16,628,105.54,608,20.0,Wrong Specification,Delivered,628.0,False,False
PO018275,S015,P121,W01,2024-03-11,2024-03-26,2024-03-27,476,105.54,468,8.0,Quality Defect,Delayed,476.0,False,False
PO018276,S015,P121,W01,2024-03-21,2024-04-05,2024-04-05,556,105.54,547,9.0,Quality Defect,Delivered,556.0,False,False
PO018277,S015,P121,W01,2024-03-30,2024-04-14,2024-04-14,415,105.54,404,11.0,Quality Defect,Delivered,415.0,False,False
PO018278,S015,P121,W01,2024-04-10,2024-04-25,2024-04-25,309,105.54,305,4.0,Quality Defect,Delivered,309.0,False,False
PO018279,S015,P121,W01,2024-04-21,2024-05-06,2024-05-06,668,105.54,658,10.0,Expired/Near-Expiry,Delivered,668.0,False,False
PO018280,S015,P121,W01,2024-04-29,2024-05-14,2024-05-14,393,105.54,383,10.0,Wrong Specification,Delivered,393.0,False,False
PO018281,S015,P121,W01,2024-05-06,2024-05-21,2024-05-23,339,105.54,334,5.0,Quality Defect,Delayed,339.0,False,False
PO018282,S015,P121,W01,2024-05-13,2024-05-28,2024-05-28,525,105.54,513,12.0,Wrong Specification,Delivered,525.0,False,False
PO018283,S015,P121,W01,2024-05-23,2024-06-07,2024-06-07,351,105.54,348,3.0,Quality Defect,Delivered,351.0,False,False
PO018284,S015,P121,W01,2024-06-02,2024-06-17,2024-06-17,411,105.54,403,8.0,Quality Defect,Delivered,411.0,False,False
PO018285,S015,P121,W01,2024-06-12,2024-06-27,2024-06-27,250,105.54,246,,Quality Defect,Delivered,,True,True
PO018286,S015,P121,W01,2024-06-23,2024-07-08,2024-07-09,339,105.54,333,6.0,Quality Defect,Delayed,339.0,False,False
PO018287,S015,P121,W01,2024-07-03,2024-07-18,2024-07-19,571,105.54,558,13.0,Wrong Specification,Delayed,571.0,False,False
PO018288,S015,P121,W01,2024-07-15,2024-07-30,2024-07-31,368,105.54,364,4.0,Wrong Specification,Delayed,368.0,False,False
PO018289,S015,P121,W01,2024-07-22,2024-08-06,2024-08-06,226,105.54,224,2.0,Damaged In Transit,Delivered,226.0,False,False
PO018290,S015,P121,W01,2024-08-04,2024-08-19,2024-08-19,531,105.54,526,5.0,Damaged In Transit,Delivered,531.0,False,False
PO018291,S015,P121,W01,2024-08-13,2024-08-28,2024-08-29,435,105.54,427,8.0,Quality Defect,Delayed,435.0,False,False
PO018292,S015,P121,W01,2024-08-25,2024-09-09,2024-09-10,50,105.54,49,,Wrong Specification,Delayed,,True,True
PO018293,S015,P121,W01,2024-09-02,2024-09-17,2024-09-17,363,105.54,355,8.0,Damaged In Transit,Delivered,363.0,False,False
PO018294,S015,P121,W01,2024-09-14,2024-09-29,2024-09-29,482,105.54,472,10.0,Wrong Specification,Delivered,482.0,False,False
PO018295,S015,P121,W01,2024-09-21,2024-10-06,2024-10-06,365,105.54,356,9.0,Damaged In Transit,Delivered,365.0,False,False
PO018296,S015,P121,W01,2024-10-03,2024-10-18,2024-10-23,307,105.54,302,5.0,Expired/Near-Expiry,Delayed,307.0,False,False
PO018297,S015,P121,W01,2024-10-12,2024-10-27,2024-10-27,394,105.54,390,4.0,Quality Defect,Delivered,394.0,False,False
PO018298,S015,P121,W01,2024-10-24,2024-11-08,2024-11-08,358,105.54,352,6.0,Quality Defect,Delivered,358.0,False,False
PO018299,S015,P121,W01,2024-10-31,2024-11-30,2024-12-01,580,105.54,570,10.0,Wrong Specification,Delayed,580.0,False,False
PO018300,S015,P121,W01,2024-11-12,2024-11-27,2024-11-27,338,105.54,334,4.0,Quality Defect,Delivered,338.0,False,False
PO018301,S015,P121,W01,2024-11-24,2024-12-09,2024-12-09,354,105.54,347,,Quality Defect,Delivered,,True,True
PO018302,S015,P121,W01,2024-12-01,2024-12-16,2024-12-16,295,105.54,288,7.0,Quality Defect,Delivered,295.0,False,False
PO018303,S015,P121,W01,2024-12-14,2024-12-29,2024-12-30,193,105.54,182,11.0,Quality Defect,Partial,193.0,False,False
PO018304,S015,P121,W01,2024-12-26,2025-01-10,2025-01-11,395,105.54,387,8.0,Damaged In Transit,Delayed,395.0,False,False
PO018305,S015,P121,W01,2025-01-03,2025-01-18,2025-01-22,293,105.54,287,6.0,Wrong Specification,Delayed,293.0,False,False
PO018306,S015,P121,W01,2025-01-12,2025-01-27,2025-01-29,357,105.54,349,8.0,Quality Defect,Delayed,357.0,False,False
PO018307,S015,P121,W01,2025-01-22,2025-02-06,2025-02-06,373,105.54,372,1.0,Expired/Near-Expiry,Delivered,373.0,False,False
PO018308,S015,P121,W01,2025-02-01,2025-02-16,2025-02-16,513,105.54,505,8.0,Damaged In Transit,Delivered,513.0,False,False
PO018309,S015,P121,W01,2025-02-10,2025-02-25,2025-02-25,470,105.54,461,9.0,Wrong Specification,Delivered,470.0,False,False
PO018310,S015,P121,W01,2025-02-18,2025-03-05,2025-03-05,282,105.54,278,4.0,Wrong Specification,Delivered,282.0,False,False
PO018311,S015,P121,W01,2025-02-25,2025-03-12,2025-03-13,442,105.54,438,4.0,Expired/Near-Expiry,Delayed,442.0,False,False
PO018312,S015,P121,W01,2025-03-04,2025-03-19,2025-03-20,454,105.54,448,6.0,Expired/Near-Expiry,Delayed,454.0,False,False
PO018313,S015,P121,W01,2025-03-11,2025-03-26,2025-03-26,269,105.54,263,6.0,Damaged In Transit,Delivered,269.0,False,False
PO018314,S015,P121,W01,2025-03-23,2025-04-07,2025-04-07,583,105.54,571,12.0,Expired/Near-Expiry,Delivered,583.0,False,False
PO018315,S015,P121,W01,2025-03-31,2025-04-15,2025-04-15,463,105.54,454,9.0,Quality Defect,Delivered,463.0,False,False
PO018316,S015,P121,W01,2025-04-12,2025-04-27,2025-04-27,469,105.54,458,11.0,Expired/Near-Expiry,Delivered,469.0,False,False
PO018317,S015,P121,W01,2025-04-22,2025-05-07,2025-05-07,407,105.54,403,4.0,Quality Defect,Delivered,407.0,False,False
PO018318,S015,P121,W01,2025-04-30,2025-05-15,2025-05-15,199,105.54,198,1.0,Quality Defect,Delivered,199.0,False,False
