shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status,store_id_invalid_flag
SH005361,W03,ST14,CR03,2025-03-14,2025-03-16,2025-03-16,201.8,9754.24,On-time,False
SH005362,W03,ST14,CR03,2025-03-15,2025-03-17,2025-03-18,201.8,7397.76,Delayed,False
SH005363,W03,ST14,CR05,2025-03-17,2025-03-19,2025-03-19,201.8,8767.92,On-time,False
SH005364,W03,ST14,CR02,2025-03-19,2025-03-21,2025-03-21,201.8,,On-time,False
SH005365,W03,ST14,CR03,2025-03-21,2025-03-23,2025-03-23,201.8,,On-time,False
SH005366,W03,ST14,CR05,2025-03-23,2025-03-25,2025-03-25,201.8,9785.36,On-time,False
SH005367,W03,ST14,CR04,2025-03-24,2025-03-26,2025-03-27,201.8,8418.92,Delayed,False
SH005368,W03,ST14,CR02,2025-03-27,2025-03-29,2025-04-02,201.8,9525.95,Damaged,False
SH005369,W03,ST14,CR01,2025-03-29,2025-03-31,2025-04-04,201.8,7850.53,Delayed,False
SH005370,W03,ST14,CR01,2025-03-31,2025-04-02,2025-04-02,201.8,8223.16,On-time,False
SH005371,W01,ST14,CR04,2025-04-03,2025-04-05,2025-04-09,145.6,5716.59,Delayed,False
SH005372,W03,ST14,CR05,2025-04-04,2025-04-06,2025-04-06,201.8,9850.59,On-time,False
SH005373,W03,ST14,CR05,2025-04-06,2025-04-08,2025-04-08,201.8,9109.38,Lost,False
SH005374,W03,ST14,CR03,2025-04-08,2025-04-10,2025-04-10,201.8,8402.89,On-time,False
SH005375,W03,ST14,CR03,2025-04-10,2025-04-12,2025-04-12,201.8,12040.47,On-time,False
SH005376,W03,ST14,CR02,2025-04-11,2025-04-13,2025-04-13,201.8,9879.66,On-time,False
SH005377,W03,ST14,CR04,2025-04-14,2025-04-16,2025-04-17,201.8,10930.18,Delayed,False
SH005378,W01,ST14,CR02,2025-04-16,2025-04-18,2025-04-22,145.6,5464.11,Delayed,False
SH005379,W03,ST14,CR04,2025-04-19,2025-04-21,2025-04-22,201.8,9034.25,Delayed,False
SH005380,W03,ST14,CR02,2025-04-21,2025-04-23,2025-04-23,201.8,,On-time,False
SH005381,W03,ST14,CR04,2025-04-23,2025-04-25,2025-04-25,201.8,11274.67,On-time,False
SH005382,W03,ST14,CR01,2025-04-25,2025-04-27,2025-04-27,201.8,8890.93,On-time,False
SH005383,W03,ST14,CR03,2025-04-28,2025-04-30,2025-04-30,201.8,,On-time,False
SH005384,W03,ST14,CR01,2025-04-30,2025-05-02,2025-05-02,201.8,10677.41,On-time,False
SH005385,W03,ST14,CR03,2025-05-02,2025-05-04,2025-05-04,201.8,8239.16,On-time,False
SH005386,W03,ST14,CR03,2025-05-04,2025-05-06,2025-05-06,201.8,11337.39,On-time,False
SH005387,W03,ST14,CR02,2025-05-06,2025-05-08,2025-05-08,201.8,7659.22,On-time,False
SH005388,W03,ST14,CR02,2025-05-08,2025-05-10,2025-05-10,201.8,9656.85,On-time,False
SH005389,W03,ST14,CR02,2025-05-09,2025-05-11,2025-05-11,201.8,8881.38,On-time,False
SH005390,W03,ST14,CR02,2025-05-12,2025-05-14,2025-05-14,201.8,11972.8,On-time,False
SH005391,W03,ST14,CR05,2025-05-14,2025-05-16,2025-05-16,201.8,9085.45,On-time,False
SH005392,W03,ST14,CR02,2025-05-16,2025-05-18,2025-05-21,201.8,11072.21,Delayed,False
SH005393,W03,ST14,CR02,2025-05-19,2025-05-21,2025-05-21,201.8,9836.16,On-time,False
SH005394,W03,ST14,CR01,2025-05-21,2025-05-23,2025-05-23,201.8,9115.02,On-time,False
SH005395,W01,ST14,CR05,2025-05-23,2025-05-25,2025-05-25,145.6,6429.9,On-time,False
SH005396,W03,ST14,CR01,2025-05-25,2025-05-27,2025-05-27,201.8,7918.26,On-time,False
SH005397,W03,ST14,CR04,2025-05-27,2025-05-29,2025-06-01,201.8,8957.22,Delayed,False
SH005398,W03,ST14,CR01,2025-05-29,2025-05-31,2025-05-31,201.8,10079.23,On-time,False
SH005399,W03,ST14,CR02,2025-05-31,2025-06-02,2025-06-03,201.8,10078.95,Damaged,False
SH005400,W03,ST14,CR04,2025-06-02,2025-06-04,2025-06-04,201.8,8456.76,On-time,False
SH005401,W03,ST14,CR05,2025-06-04,2025-06-06,2025-06-09,201.8,7414.6,Delayed,False
SH005402,W03,ST14,CR01,2025-06-06,2025-06-08,2025-06-08,201.8,8011.92,On-time,False
SH005403,W03,ST14,CR03,2025-06-07,2025-06-09,2025-06-09,201.8,9644.21,On-time,False
SH005404,W03,ST14,CR02,2025-06-09,2025-06-11,2025-06-14,201.8,9242.37,Delayed,False
SH005405,W03,ST14,CR01,2025-06-12,2025-06-14,2025-06-16,201.8,10657.45,Delayed,False
SH005406,W03,ST14,CR02,2025-06-14,2025-06-16,2025-06-18,201.8,11393.59,Delayed,False
SH005407,W03,ST14,CR02,2025-06-16,2025-06-18,2025-06-18,201.8,11927.17,On-time,False
SH005408,W03,ST14,CR02,2025-06-18,2025-06-20,2025-06-20,201.8,10497.63,On-time,False
SH005409,W03,ST14,CR05,2025-06-20,2025-06-22,2025-06-25,201.8,10237.33,Delayed,False
SH005410,W03,ST14,CR05,2025-06-22,2025-06-24,2025-06-24,201.8,,On-time,False
SH005411,W03,ST14,CR03,2025-06-24,2025-06-26,2025-06-26,201.8,,On-time,False
SH005412,W03,ST14,CR01,2025-06-27,2025-06-29,2025-06-29,201.8,,On-time,False
SH005413,W03,ST14,CR02,2025-06-29,2025-07-01,2025-07-01,201.8,10355.61,On-time,False
SH005414,W03,ST14,CR01,2025-07-01,2025-07-03,2025-07-03,201.8,7176.16,On-time,False
SH005415,W03,ST14,CR04,2025-07-02,2025-07-04,2025-07-04,201.8,8429.87,On-time,False
SH005416,W03,ST14,CR05,2025-07-04,2025-07-06,2025-07-06,201.8,10978.36,On-time,False
SH005417,W01,ST14,CR01,2025-07-06,2025-07-08,2025-07-08,145.6,7579.01,On-time,False
SH005418,W03,ST14,CR02,2025-07-08,2025-07-10,2025-07-13,201.8,8815.47,Delayed,False
SH005419,W03,ST14,CR04,2025-07-10,2025-07-12,2025-07-12,201.8,9643.51,On-time,False
SH005420,W03,ST14,CR02,2025-07-11,2025-07-13,2025-07-13,201.8,12861.23,On-time,False
SH005421,W03,ST14,CR05,2025-07-12,2025-07-14,2025-07-14,201.8,11587.29,On-time,False
SH005422,W03,ST14,CR05,2025-07-15,2025-07-17,2025-07-18,201.8,10154.27,Delayed,False
SH005423,W03,ST14,CR03,2025-07-17,2025-07-19,2025-07-20,201.8,10715.2,Delayed,False
SH005424,W03,ST14,CR01,2025-07-19,2025-07-21,2025-07-21,201.8,8398.14,On-time,False
SH005425,W03,ST14,CR03,2025-07-22,2025-07-24,2025-07-27,201.8,9180.55,Delayed,False
SH005426,W03,ST14,CR05,2025-07-25,2025-07-27,2025-07-27,201.8,9376.85,On-time,False
SH005427,W03,ST14,CR02,2025-07-27,2025-07-29,2025-07-29,201.8,8095.74,On-time,False
SH005428,W03,ST14,CR01,2025-07-29,2025-07-31,2025-07-31,201.8,11133.38,On-time,False
SH005429,W03,ST14,CR02,2025-07-31,2025-08-02,2025-08-02,201.8,10989.76,On-time,False
SH005430,W03,ST14,CR05,2025-08-02,2025-08-04,2025-08-04,201.8,9469.57,On-time,False
SH005431,W03,ST14,CR01,2025-08-03,2025-08-05,2025-08-05,201.8,10372.45,On-time,False
SH005432,W03,ST14,CR03,2025-08-05,2025-08-07,2025-08-07,201.8,8298.5,On-time,False
SH005433,W03,ST14,CR02,2025-08-07,2025-08-09,2025-08-09,201.8,11491.69,On-time,False
SH005434,W03,ST14,CR01,2025-08-10,2025-08-12,2025-08-12,201.8,11757.48,On-time,False
SH005435,W03,ST14,CR03,2025-08-13,2025-08-15,2025-08-15,201.8,12267.46,On-time,False
SH005436,W03,ST14,CR01,2025-08-16,2025-08-18,2025-08-18,201.8,10162.79,On-time,False
SH005437,W03,ST14,CR02,2025-08-18,2025-08-20,2025-08-20,201.8,8043.08,On-time,False
SH005438,W03,ST14,CR02,2025-08-20,2025-08-22,2025-08-22,201.8,12891.64,On-time,False
SH005439,W03,ST14,CR02,2025-08-22,2025-08-24,2025-08-24,201.8,8209.26,On-time,False
SH005440,W03,ST14,CR02,2025-08-24,2025-08-26,2025-08-26,201.8,8855.84,On-time,False
SH005441,W03,ST14,CR03,2025-08-26,2025-08-28,2025-08-28,201.8,8563.93,On-time,False
SH005442,W03,ST14,CR01,2025-08-28,2025-08-30,2025-09-02,201.8,10201.93,Delayed,False
SH005443,W03,ST14,CR04,2025-08-30,2025-09-01,2025-09-01,201.8,12710.37,On-time,False
SH005444,W03,ST14,CR05,2025-09-01,2025-09-03,2025-09-05,201.8,12004.32,Delayed,False
SH005445,W01,ST14,CR01,2025-09-04,2025-09-06,2025-09-07,145.6,6273.49,Delayed,False
SH005446,W01,ST14,CR05,2025-09-06,2025-09-08,2025-09-10,145.6,8014.19,Delayed,False
SH005447,W01,ST14,CR05,2025-09-08,2025-09-10,2025-09-13,145.6,7062.5,Delayed,False
SH005448,W03,ST14,CR01,2025-09-10,2025-09-12,2025-09-14,201.8,10437.12,Delayed,False
SH005449,W03,ST14,CR05,2025-09-13,2025-09-15,2025-09-15,201.8,12605.0,On-time,False
SH005450,W03,ST14,CR01,2025-09-14,2025-09-16,2025-09-16,201.8,11155.51,On-time,False
SH005451,W02,ST14,CR04,2025-09-17,2025-09-19,2025-09-21,252.7,8866.07,Delayed,False
SH005452,W03,ST14,CR05,2025-09-20,2025-09-22,2025-09-25,201.8,10428.99,Delayed,False
SH005453,W03,ST14,CR01,2025-09-22,2025-09-24,2025-09-24,201.8,7766.19,On-time,False
SH005454,W03,ST14,CR04,2025-09-24,2025-09-26,2025-09-30,201.8,10322.07,Delayed,False
SH005455,W03,ST14,CR01,2025-09-26,2025-09-28,2025-09-30,201.8,8590.11,Delayed,False
SH005456,W03,ST14,CR03,2025-09-29,2025-10-01,2025-10-01,201.8,10626.6,On-time,False
SH005457,W03,ST14,CR04,2025-10-01,2025-10-03,2025-10-03,201.8,7509.11,On-time,False
SH005458,W03,ST14,CR03,2025-10-03,2025-10-05,2025-10-05,201.8,,On-time,False
SH005459,W03,ST14,CR03,2025-10-05,2025-10-07,2025-10-07,201.8,,On-time,False
SH005460,W03,ST14,CR03,2025-10-07,2025-10-09,2025-10-09,201.8,8813.77,On-time,False
SH005461,W03,ST14,CR02,2025-10-09,2025-10-11,2025-10-11,201.8,10397.87,On-time,False
SH005462,W03,ST14,CR03,2025-10-11,2025-10-13,2025-10-13,201.8,10905.9,On-time,False
SH005463,W03,ST14,CR01,2025-10-13,2025-10-15,2025-10-15,201.8,9283.28,On-time,False
SH005464,W03,ST14,CR04,2025-10-15,2025-10-17,2025-10-17,201.8,11170.15,On-time,False
SH005465,W03,ST14,CR05,2025-10-17,2025-10-19,2025-10-19,201.8,9412.11,Lost,False
SH005466,W03,ST14,CR01,2025-10-19,2025-10-21,2025-10-21,201.8,7530.2,On-time,False
SH005467,W03,ST14,CR05,2025-10-21,2025-10-23,2025-10-23,201.8,10063.64,On-time,False
SH005468,W03,ST14,CR04,2025-10-23,2025-10-25,2025-10-25,201.8,9377.73,On-time,False
SH005469,W03,ST14,CR04,2025-10-25,2025-10-27,2025-10-27,201.8,8678.47,On-time,False
SH005470,W03,ST14,CR01,2025-10-26,2025-10-28,2025-10-28,201.8,10869.71,On-time,False
SH005471,W02,ST14,CR05,2025-10-28,2025-10-30,2025-11-02,252.7,15878.13,Delayed,False
SH005472,W03,ST14,CR04,2025-10-30,2025-11-01,2025-11-05,201.8,8421.08,Delayed,False
SH005473,W03,ST14,CR02,2025-11-02,2025-11-04,2025-11-04,201.8,9910.25,On-time,False
SH005474,W03,ST14,CR02,2025-11-04,2025-11-06,2025-11-06,201.8,11294.17,On-time,False
SH005475,W03,ST14,CR03,2025-11-05,2025-11-07,2025-11-07,201.8,8296.78,On-time,False
SH005476,W03,ST14,CR01,2025-11-07,2025-11-09,2025-11-09,201.8,11660.84,On-time,False
SH005477,W03,ST14,CR02,2025-11-08,2025-11-10,2025-11-12,201.8,10233.85,Delayed,False
SH005478,W03,ST14,CR01,2025-11-10,2025-11-12,2025-11-16,201.8,,Delayed,False
SH005479,W03,ST14,CR03,2025-11-11,2025-11-13,2025-11-13,201.8,8658.97,On-time,False
SH005480,W01,ST14,CR02,2025-11-13,2025-11-15,2025-11-16,145.6,8015.15,Delayed,False
SH005481,W03,ST14,CR04,2025-11-16,2025-11-18,2025-11-18,201.8,8915.95,On-time,False
SH005482,W03,ST14,CR05,2025-11-18,2025-11-20,2025-11-22,201.8,12463.27,Delayed,False
SH005483,W02,ST14,CR02,2025-11-19,2025-11-21,2025-11-21,252.7,13534.04,On-time,False
SH005484,W03,ST14,CR01,2025-11-21,2025-11-23,2025-11-23,201.8,11087.14,On-time,False
SH005485,W03,ST14,CR05,2025-11-22,2025-11-24,2025-11-24,201.8,7572.62,On-time,False
SH005486,W03,ST14,CR02,2025-11-23,2025-11-25,2025-11-25,201.8,8605.53,On-time,False
SH005487,W03,ST14,CR03,2025-11-25,2025-11-27,2025-11-27,201.8,7811.66,On-time,False
SH005488,W03,ST14,CR01,2025-11-27,2025-11-29,2025-11-29,201.8,8175.41,Damaged,False
SH005489,W03,ST14,CR04,2025-11-29,2025-12-01,2025-12-01,201.8,11901.06,On-time,False
SH005490,W01,ST14,CR03,2025-12-01,2025-12-03,2025-12-03,145.6,6436.96,On-time,False
SH005491,W01,ST14,CR04,2025-12-03,2025-12-05,2025-12-05,145.6,7052.6,On-time,False
SH005492,W03,ST14,CR01,2025-12-05,2025-12-07,2025-12-07,201.8,9528.14,On-time,False
SH005493,W03,ST14,CR01,2025-12-08,2025-12-10,2025-12-10,201.8,8277.76,On-time,False
SH005494,W03,ST14,CR02,2025-12-10,2025-12-12,2025-12-12,201.8,10668.31,On-time,False
SH005495,W03,ST14,CR05,2025-12-12,2025-12-14,2025-12-14,201.8,10966.54,On-time,False
SH005496,W03,ST14,CR05,2025-12-14,2025-12-16,2025-12-16,201.8,11805.27,On-time,False
SH005497,W03,ST14,CR01,2025-12-16,2025-12-18,2025-12-18,201.8,9931.67,On-time,False
SH005498,W03,ST14,CR02,2025-12-18,2025-12-20,2025-12-20,201.8,8816.3,On-time,False
SH005499,W03,ST14,CR03,2025-12-20,2025-12-22,2025-12-22,201.8,11884.16,On-time,False
SH005500,W03,ST14,CR02,2025-12-22,2025-12-24,2025-12-24,201.8,7259.25,On-time,False
SH005501,W03,ST14,CR01,2025-12-24,2025-12-26,2025-12-26,201.8,9684.9,On-time,False
SH005502,W03,ST14,CR01,2025-12-25,2025-12-27,2025-12-27,201.8,9543.67,On-time,False
SH005503,W03,ST14,CR01,2025-12-28,2025-12-30,2025-12-30,201.8,9860.23,On-time,False
SH005504,W03,ST14,CR05,2025-12-31,2026-01-02,,201.8,10638.03,In-Transit,False
SH005505,W01,ST15,CR01,2024-01-04,2024-01-06,2024-01-06,221.4,12293.42,On-time,False
SH005506,W02,ST15,CR05,2024-01-05,2024-01-06,2024-01-06,21.2,1140.15,On-time,False
SH005507,W02,ST15,CR01,2024-01-07,2024-01-08,2024-01-08,24.2,1758.73,On-time,False
SH005508,W02,ST15,CR01,2024-01-09,2024-01-10,2024-01-10,26.8,1853.0,On-time,False
SH005509,W02,ST15,CR03,2024-01-11,2024-01-12,2024-01-12,26.4,1853.44,On-time,False
SH005510,W02,ST15,CR05,2024-01-13,2024-01-14,2024-01-14,28.8,1886.85,On-time,False
SH005511,W01,ST15,CR02,2024-01-15,2024-01-17,2024-01-17,221.4,10109.01,On-time,False
SH005512,W01,ST15,CR04,2024-01-17,2024-01-19,2024-01-19,221.4,9379.84,On-time,False
SH005513,W02,ST15,CR01,2024-01-18,2024-01-19,2024-01-19,9.5,770.18,On-time,False
SH005514,W02,ST15,CR01,2024-01-19,2024-01-20,2024-01-20,15.9,1241.02,On-time,False
SH005515,W02,ST99,CR04,2024-01-21,2024-01-22,2024-01-22,8.9,572.6,On-time,True
SH005516,W02,ST15,CR04,2024-01-23,2024-01-24,2024-01-24,15.4,1282.28,On-time,False
SH005517,W02,ST15,CR02,2024-01-25,2024-01-26,2024-01-26,8.2,,On-time,False
SH005518,W02,ST15,CR01,2024-01-27,2024-01-28,2024-01-28,34.4,2260.14,On-time,False
SH005519,W02,ST15,CR02,2024-01-29,2024-01-30,2024-01-30,16.3,1081.99,On-time,False
SH005520,W03,ST15,CR02,2024-01-31,2024-02-03,2024-02-03,417.6,26741.23,On-time,False
SH005521,W02,ST15,CR03,2024-02-01,2024-02-02,2024-02-02,13.2,1564.22,On-time,False
SH005522,W02,ST15,CR01,2024-02-02,2024-02-03,2024-02-03,19.3,,On-time,False
SH005523,W01,ST15,CR03,2024-02-04,2024-02-06,2024-02-06,221.4,10851.97,On-time,False
SH005524,W02,ST15,CR02,2024-02-05,2024-02-06,2024-02-06,22.0,1437.05,On-time,False
SH005525,W02,ST15,CR01,2024-02-07,2024-02-08,2024-02-08,12.0,1016.66,On-time,False
SH005526,W02,ST15,CR05,2024-02-08,2024-02-09,2024-02-09,33.3,2232.74,On-time,False
SH005527,W01,ST15,CR05,2024-02-09,2024-02-11,2024-02-11,221.4,11602.97,On-time,False
SH005528,W02,ST15,CR03,2024-02-10,2024-02-11,2024-02-11,22.2,1441.5,On-time,False
SH005529,W03,ST15,CR04,2024-02-11,2024-02-14,2024-02-16,417.6,18146.0,Delayed,False
SH005530,W02,ST15,CR01,2024-02-13,2024-02-14,2024-02-17,28.5,1579.53,Delayed,False
SH005531,W02,ST15,CR04,2024-02-15,2024-02-16,2024-02-16,13.1,897.29,On-time,False
SH005532,W02,ST15,CR03,2024-02-16,2024-02-17,2024-02-17,18.4,1627.54,Damaged,False
SH005533,W02,ST15,CR03,2024-02-18,2024-02-19,2024-02-19,31.0,1307.02,Lost,False
SH005534,W02,ST15,CR03,2024-02-19,2024-02-20,2024-02-20,7.6,862.32,On-time,False
SH005535,W02,ST15,CR04,2024-02-21,2024-02-22,2024-02-22,9.9,1332.76,On-time,False
SH005536,W01,ST15,CR03,2024-02-22,2024-02-24,2024-02-24,221.4,,On-time,False
SH005537,W02,ST15,CR05,2024-02-23,2024-02-24,2024-02-24,30.3,,On-time,False
SH005538,W02,ST15,CR01,2024-02-24,2024-02-25,2024-02-25,17.2,1058.87,On-time,False
SH005539,W02,ST15,CR02,2024-02-26,2024-02-27,2024-03-01,16.3,1580.58,Delayed,False
SH005540,W02,ST15,CR03,2024-02-27,2024-02-28,2024-02-28,21.0,1464.31,On-time,False
SH005541,W02,ST15,CR01,2024-02-28,2024-02-29,2024-02-29,9.7,947.88,On-time,False
SH005542,W02,ST15,CR01,2024-03-01,2024-03-02,2024-03-02,29.2,1669.98,Lost,False
SH005543,W02,ST15,CR03,2024-03-03,2024-03-04,2024-03-04,13.1,990.33,On-time,False
SH005544,W02,ST15,CR03,2024-03-04,2024-03-05,2024-03-05,32.5,1619.86,On-time,False
SH005545,W02,ST15,CR01,2024-03-06,2024-03-07,2024-03-07,25.2,1665.61,On-time,False
SH005546,W02,ST15,CR04,2024-03-08,2024-03-09,2024-03-09,23.9,1464.92,On-time,False
SH005547,W01,ST15,CR02,2024-03-09,2024-03-11,2024-03-15,221.4,9813.58,Delayed,False
SH005548,W02,ST15,CR01,2024-03-11,2024-03-12,2024-03-12,25.5,1548.29,On-time,False
SH005549,W02,ST15,CR04,2024-03-12,2024-03-13,2024-03-13,20.1,1573.63,On-time,False
SH005550,W02,ST15,CR03,2024-03-13,2024-03-14,2024-03-14,11.3,824.42,On-time,False
SH005551,W02,ST15,CR04,2024-03-15,2024-03-16,2024-03-16,14.0,1296.04,On-time,False
SH005552,W02,ST15,CR02,2024-03-17,2024-03-18,2024-03-20,10.1,909.4,Delayed,False
SH005553,W02,ST15,CR03,2024-03-18,2024-03-19,2024-03-19,10.9,923.79,On-time,False
SH005554,W02,ST15,CR03,2024-03-20,2024-03-21,2024-03-21,11.4,729.2,On-time,False
SH005555,W02,ST15,CR02,2024-03-21,2024-03-22,2024-03-22,34.5,1822.58,On-time,False
SH005556,W02,ST15,CR01,2024-03-23,2024-03-24,2024-03-24,31.8,2436.55,On-time,False
SH005557,W02,ST15,CR02,2024-03-24,2024-03-25,2024-03-25,28.9,1600.71,On-time,False
SH005558,W02,ST15,CR03,2024-03-25,2024-03-26,2024-03-26,10.0,894.5,On-time,False
SH005559,W02,ST15,CR01,2024-03-26,2024-03-27,2024-03-27,11.1,861.91,On-time,False
SH005560,W02,ST15,CR05,2024-03-27,2024-03-28,2024-03-28,14.5,1044.17,On-time,False
SH005561,W02,ST15,CR05,2024-03-28,2024-03-29,2024-03-29,33.0,1868.12,On-time,False
SH005562,W02,ST15,CR03,2024-03-29,2024-03-30,2024-03-30,24.2,1302.85,On-time,False
SH005563,W02,ST15,CR04,2024-03-31,2024-04-01,2024-04-01,33.6,1787.94,On-time,False
SH005564,W02,ST15,CR04,2024-04-02,2024-04-03,2024-04-03,8.7,636.22,On-time,False
SH005565,W02,ST15,CR01,2024-04-04,2024-04-05,2024-04-05,13.7,899.86,On-time,False
SH005566,W02,ST15,CR03,2024-04-05,2024-04-06,2024-04-06,32.5,,On-time,False
SH005567,W03,ST15,CR01,2024-04-06,2024-04-09,2024-04-10,417.6,23736.04,Delayed,False
SH005568,W02,ST15,CR02,2024-04-07,2024-04-08,2024-04-08,22.4,1178.35,On-time,False
SH005569,W02,ST15,CR01,2024-04-09,2024-04-10,2024-04-12,29.9,1728.74,Delayed,False
SH005570,W02,ST15,CR05,2024-04-10,2024-04-11,2024-04-11,16.4,873.87,On-time,False
SH005571,W02,ST15,CR05,2024-04-12,2024-04-13,2024-04-13,25.1,1412.41,On-time,False
SH005572,W02,ST15,CR05,2024-04-13,2024-04-14,2024-04-14,34.8,2150.22,On-time,False
SH005573,W02,ST15,CR03,2024-04-14,2024-04-15,2024-04-15,25.0,1667.6,On-time,False
SH005574,W02,ST15,CR05,2024-04-15,2024-04-16,2024-04-16,32.3,1497.47,Damaged,False
SH005575,W02,ST15,CR04,2024-04-17,2024-04-18,2024-04-22,23.6,1270.48,Delayed,False
SH005576,W02,ST15,CR05,2024-04-18,2024-04-19,2024-04-20,13.3,1037.29,Delayed,False
SH005577,W02,ST15,CR03,2024-04-19,2024-04-20,2024-04-20,26.2,1348.88,On-time,False
SH005578,W02,ST15,CR03,2024-04-20,2024-04-21,2024-04-21,14.3,1012.55,Damaged,False
SH005579,W02,ST15,CR02,2024-04-21,2024-04-22,2024-04-22,19.4,1350.3,On-time,False
SH005580,W02,ST15,CR03,2024-04-23,2024-04-24,2024-04-24,8.5,797.84,On-time,False
SH005581,W02,ST15,CR02,2024-04-25,2024-04-26,2024-04-26,26.5,1857.68,On-time,False
SH005582,W01,ST15,CR05,2024-04-26,2024-04-28,2024-04-28,221.4,11390.91,On-time,False
SH005583,W02,ST15,CR05,2024-04-27,2024-04-28,2024-04-28,23.7,1636.27,On-time,False
SH005584,W02,ST15,CR05,2024-04-28,2024-04-29,2024-04-29,26.7,1850.19,On-time,False
SH005585,W02,ST15,CR04,2024-04-29,2024-04-30,2024-05-01,25.6,2062.83,Delayed,False
SH005586,W02,ST15,CR03,2024-04-30,2024-05-01,2024-05-01,8.8,1292.69,On-time,False
SH005587,W02,ST15,CR04,2024-05-01,2024-05-02,2024-05-02,10.2,706.87,On-time,False
SH005588,W02,ST15,CR01,2024-05-02,2024-05-03,2024-05-03,16.3,903.86,On-time,False
SH005589,W02,ST15,CR05,2024-05-03,2024-05-04,2024-05-04,27.0,1497.29,On-time,False
SH005590,W02,ST15,CR03,2024-05-05,2024-05-06,2024-05-06,10.0,785.35,On-time,False
SH005591,W02,ST15,CR04,2024-05-07,2024-05-08,2024-05-11,14.3,1031.19,Delayed,False
SH005592,W02,ST15,CR01,2024-05-08,2024-05-09,2024-05-09,12.8,1146.76,On-time,False
SH005593,W02,ST15,CR05,2024-05-09,2024-05-10,2024-05-10,13.3,865.75,On-time,False
SH005594,W02,ST15,CR05,2024-05-11,2024-05-12,2024-05-12,11.6,992.84,On-time,False
SH005595,W02,ST15,CR02,2024-05-13,2024-05-14,2024-05-14,6.9,1124.84,On-time,False
SH005596,W02,ST15,CR03,2024-05-15,2024-05-16,2024-05-16,18.0,1019.65,On-time,False
SH005597,W02,ST15,CR05,2024-05-16,2024-05-17,2024-05-17,19.1,2081.62,On-time,False
SH005598,W02,ST15,CR03,2024-05-17,2024-05-18,2024-05-18,12.6,958.54,On-time,False
SH005599,W02,ST15,CR04,2024-05-19,2024-05-20,2024-05-22,15.6,1381.8,Delayed,False
SH005600,W02,ST15,CR04,2024-05-21,2024-05-22,2024-05-22,12.9,1359.21,On-time,False
SH005601,W02,ST15,CR01,2024-05-22,2024-05-23,2024-05-23,24.6,1654.77,On-time,False
SH005602,W02,ST15,CR05,2024-05-23,2024-05-24,2024-05-24,23.0,1213.47,On-time,False
SH005603,W01,ST15,CR05,2024-05-25,2024-05-27,2024-05-29,221.4,8470.69,Delayed,False
SH005604,W02,ST15,CR01,2024-05-26,2024-05-27,2024-05-27,16.9,1029.53,On-time,False
SH005605,W01,ST15,CR05,2024-05-27,2024-05-29,2024-05-29,221.4,8838.98,On-time,False
SH005606,W02,ST15,CR02,2024-05-28,2024-05-29,2024-05-29,17.1,1274.59,On-time,False
SH005607,W02,ST15,CR02,2024-05-30,2024-05-31,2024-05-31,9.9,965.66,Damaged,False
SH005608,W02,ST15,CR03,2024-06-01,2024-06-02,2024-06-03,11.6,865.1,Delayed,False
SH005609,W02,ST15,CR02,2024-06-02,2024-06-03,2024-06-03,12.3,815.69,On-time,False
SH005610,W02,ST15,CR01,2024-06-03,2024-06-04,2024-06-08,15.3,1004.13,Delayed,False
SH005611,W02,ST15,CR05,2024-06-05,2024-06-06,2024-06-06,31.7,1973.75,On-time,False
SH005612,W02,ST15,CR01,2024-06-06,2024-06-07,2024-06-07,26.5,1266.9,On-time,False
SH005613,W02,ST15,CR03,2024-06-07,2024-06-08,2024-06-08,13.2,1221.5,On-time,False
SH005614,W02,ST15,CR01,2024-06-09,2024-06-10,2024-06-10,13.5,1435.97,On-time,False
SH005615,W02,ST15,CR02,2024-06-11,2024-06-12,2024-06-12,20.4,,On-time,False
SH005616,W03,ST15,CR05,2024-06-12,2024-06-15,2024-06-15,417.6,16064.5,On-time,False
SH005617,W02,ST15,CR04,2024-06-14,2024-06-15,2024-06-19,23.8,1341.3,Delayed,False
SH005618,W02,ST15,CR02,2024-06-15,2024-06-16,2024-06-16,34.3,1958.56,On-time,False
SH005619,W02,ST15,CR02,2024-06-16,2024-06-17,2024-06-17,14.9,1487.96,On-time,False
SH005620,W02,ST15,CR01,2024-06-17,2024-06-18,2024-06-18,22.6,1411.77,On-time,False
SH005621,W02,ST15,CR02,2024-06-19,2024-06-20,2024-06-23,8.1,817.99,Delayed,False
SH005622,W02,ST15,CR03,2024-06-20,2024-06-21,2024-06-21,17.0,1386.26,On-time,False
SH005623,W02,ST15,CR01,2024-06-21,2024-06-22,2024-06-22,10.0,694.92,On-time,False
SH005624,W03,ST15,CR05,2024-06-22,2024-06-25,2024-06-25,417.6,17527.21,On-time,False
SH005625,W02,ST15,CR02,2024-06-23,2024-06-24,2024-06-24,20.2,1336.15,On-time,False
SH005626,W02,ST15,CR04,2024-06-24,2024-06-25,2024-06-25,22.8,1430.96,On-time,False
SH005627,W02,ST15,CR05,2024-06-25,2024-06-26,2024-06-26,31.3,1928.83,On-time,False
SH005628,W01,ST15,CR04,2024-06-26,2024-06-28,2024-07-01,221.4,8885.46,Delayed,False
